danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.534,0.393,-7.813,0.0292,0.00479,0.0107,0.107,0.0641,110.007,0OYcEfskah1egYHjYRvbg1,290360
0.387,0.64,-5.817,0.081,0.107,0.0,0.319,0.617,59.989,1vwUsp52io0AGQ5yv470IC,245933
0.441,0.929,-2.199,0.337,0.203,0.0,0.165,0.546,162.395,4AcScHuxr9xAqqyxxTMAhu,257680
0.548,0.735,-7.572,0.236,0.173,0.0,0.195,0.498,101.252,7LpMG3AEaIJgs62HQhAa91,162587
0.863,0.401,-7.49,0.0748,0.00569,9.14e-06,0.123,0.606,122.962,3pTHZHX0MRE7xYeiTEWlaM,186613
0.747,0.45,-8.543,0.0919,0.0407,0.0,0.17,0.329,96.001,6mXdCcFnPKQznj4CmMRmHC,232853
0.907,0.452,-6.673,0.187,0.568,0.0,0.244,0.691,92.063,7nDdxPUC5LbxmspeqkOzt8,197216
0.773,0.437,-8.281,0.0963,0.836,2.42e-05,0.544,0.707,103.861,75ls0gurX68lUmMjE7QcsE,169973
0.564,0.809,-5.502,0.042,0.091,0.00015,0.497,0.542,90.122,08kLpLmjmhpDHOLgllAd4T,179724
0.546,0.192,-13.058,0.0564,0.94,0.0,0.0846,0.324,119.06,0PEMMKw7j1tsS7U4lcTjqR,169253
0.549,0.729,-5.062,0.0382,0.505,0.0,0.104,0.548,166.082,7B42GdidcsaQdJCBiPtzSW,208773
0.595,0.723,-8.256,0.0349,0.047,0.0286,0.0995,0.272,108.043,7BVwi9cIzSc6tpyxsp47vJ,223640
0.679,0.481,-9.045,0.0593,0.208,1.02e-05,0.284,0.486,80.011,5aYEQLm02WlSlaOv5g6sZo,184557
0.559,0.691,-6.492,0.121,0.214,0.0,0.0855,0.569,79.741,3BrmZp9bjwjwAva5rCgW87,213173
0.673,0.683,-5.693,0.115,0.522,0.0,0.235,0.713,171.86,34ceTg8ChN5HjrqiIYCn9Q,232000
0.722,0.792,-5.316,0.175,0.103,0.0,0.261,0.84,75.004,2fh10PFATZWVt5iA3HZckK,284827
0.699,0.699,-5.564,0.0737,0.358,0.0,0.0912,0.611,94.977,5k3VjTwIsOjQ2woGz3Yx71,206413
0.705,0.423,-5.855,0.0451,0.106,0.0,0.209,0.466,123.431,5gikplVdSoYfG0YKCRuicp,229600
0.629,0.481,-9.411,0.138,0.135,0.0,0.0786,0.57,115.152,6HXtm1GNMRYMP5PjE6hY8r,256160
0.761,0.545,-8.188,0.144,0.00638,4.53e-05,0.0456,0.799,78.034,6MrVXeEMf0MULWdclDk4sI,233846
0.589,0.696,-7.981,0.0725,0.017,0.0,0.0808,0.33,134.953,25MHcbjvSdcfTiFgbKJiZF,233266
0.746,0.765,-4.41,0.0993,0.0112,0.0,0.0936,0.737,114.044,5QDLhrAOJJdNAmCTJ8xMyW,199054
0.512,0.635,-6.591,0.114,0.127,0.0,0.0866,0.38,111.596,2nx0EIlIKMnMgWnj40O0HQ,198635
0.739,0.348,-7.477,0.0613,0.675,0.0,0.326,0.498,98.047,36UcoqH2P24RtSGbLKLK3w,202343
0.731,0.402,-5.066,0.0556,0.411,0.0,0.217,0.515,92.255,4ppKRxity3jJd2hGoVyD4u,189154
0.539,0.436,-8.73,0.0504,0.726,0.0,0.151,0.37,87.111,7saJl9V0kRYGWuyeURHYNU,229350
0.752,0.341,-8.882,0.0646,0.755,0.0,0.145,0.715,62.03,7362VVjDtVaAp3shMoMZuK,175039
0.7,0.696,-5.356,0.0525,0.262,0.0,0.107,0.293,124.825,66UcQu5LBo2A7AC0A5r0lI,194867
0.748,0.721,-6.345,0.0408,0.103,0.0,0.108,0.625,119.892,0Nld5ohgWfoPueMEtYNbgE,228320
0.52,0.594,-7.255,0.0353,0.756,0.0223,0.267,0.422,98.479,6cmNQVzoolK92P3i7iCCkc,243174
0.568,0.395,-11.415,0.037,0.381,0.0314,0.107,0.0856,80.016,5mKUa2zvlZhYAqiyzfRsSU,226974
0.625,0.575,-7.883,0.0309,0.562,0.0,0.0991,0.844,149.922,7pReZTjMlObnUCXDe752mN,226944
0.635,0.184,-10.785,0.0456,0.665,0.0,0.146,0.177,128.424,3hhbDnFUb2bicI2df6VurK,240200
0.583,0.817,-5.146,0.099,0.118,0.0,0.338,0.437,105.935,0fZRNhPJ4AGmwY7rkpdbqK,246381
0.449,0.491,-6.433,0.029,0.279,0.0,0.0654,0.258,139.923,3TZ7NHkMT82AhwuYsd00Hz,245147
0.723,0.634,-5.415,0.0542,0.0892,0.0,0.0787,0.582,129.017,3Ys2PYl1wyPKQIwyqhP9cQ,243267
0.756,0.745,-3.263,0.0341,0.0631,0.0,0.221,0.726,109.063,70hNTQkU4hogweDWeMLaWT,207926
0.46,0.761,-2.593,0.0738,0.237,5.25e-06,0.114,0.482,191.913,3PUgpIQJIidaDvqC3ZcIqb,255040
0.819,0.664,-5.612,0.0828,0.0958,1.75e-06,0.263,0.71,144.988,349Wc5mDu52d4Uv8Eg9WZv,173473
0.769,0.76,-6.815,0.0683,0.193,0.0276,0.137,0.641,89.994,18Ex4J57MhJ7ou358jFXFx,197333
0.534,0.72,-5.518,0.0823,0.293,0.0,0.132,0.539,115.059,072zJPb2mwUjrJLKJxYFLe,223060
0.636,0.418,-10.536,0.0316,0.503,0.0,0.113,0.347,96.132,4gKCKkQbtejYebL9Km5cu1,253202
0.766,0.427,-8.559,0.0503,0.569,2.73e-05,0.0627,0.47,85.002,4Y2dcbHaG9J7rXvqHIBlZL,232243
0.729,0.338,-12.816,0.116,0.892,0.000295,0.118,0.184,119.345,3XstzgzP0rp3bzElEnRVHv,234595
0.499,0.429,-10.288,0.0495,0.199,0.000311,0.334,0.277,117.751,5pNiAcguRrBdYf5V0QXdir,267450
0.676,0.656,-7.653,0.211,0.825,0.0119,0.118,0.283,94.383,33VQJLL7QWS0LUuF7r39Rq,226299
0.411,0.522,-7.295,0.0981,0.519,0.0,0.398,0.382,88.332,7E1jVNoWuemqUryI4FxsVD,239949
0.673,0.704,-8.056,0.36,0.196,0.0,0.0898,0.372,86.919,5u1n1kITHCxxp8twBcZxWy,212093
0.499,0.612,-5.947,0.127,0.171,4.99e-05,0.0993,0.218,157.218,5XqDJFVCyRTm5J7cIfRmR1,217801
0.494,0.651,-4.127,0.0384,0.0819,0.0,0.104,0.162,149.979,06kxa3al7bUqRRo5nAFduZ,222400
0.546,0.587,-9.315,0.334,0.522,0.0467,0.0955,0.334,123.944,0h4yWQq8wkQq0rhhA1Ik4F,185336
0.685,0.452,-12.695,0.03,0.0382,9.16e-05,0.0839,0.493,99.985,7cEniLjAEEtxBbtAfhwUkn,192851
0.595,0.473,-12.157,0.0499,0.0628,0.72,0.0969,0.0378,108.107,57DdS3F93lpn1h45nmXkGu,142280
0.51,0.526,-10.458,0.0349,0.491,0.429,0.076,0.0383,105.011,2WIHlGFE1Az0lGDoGaDpBR,221033
0.815,0.211,-12.798,0.0548,0.738,0.00187,0.107,0.52,89.986,3gg1G3VZYnXm6idxYsVe2A,198240
0.618,0.562,-4.462,0.0306,0.693,0.0,0.123,0.725,94.032,2OAEKEb0778gsDaCef7MLI,183441
0.532,0.566,-6.511,0.0467,0.706,0.0,0.161,0.576,79.927,6gcQJ6W4H89xkQFm63gcsB,205816
0.605,0.377,-6.213,0.0443,0.733,0.0,0.0808,0.519,73.877,3H3r2nKWa3Yk5gt8xgmsEt,194853
0.6,0.535,-7.043,0.107,0.648,4.7e-06,0.162,0.269,71.912,0CZ8lquoTX2Dkg7Ak2inwA,225133
0.566,0.586,-7.726,0.0372,0.0171,0.0,0.202,0.428,147.942,3bsRMvQja4huvPWo1S5ONc,203853
0.684,0.512,-8.715,0.0525,0.544,0.0,0.097,0.466,119.901,38o5lj4mbLK34vQkJUlMrg,160225
0.717,0.868,-3.073,0.04,0.438,0.0,0.148,0.552,100.005,2gvlPqqngL3BppFCwLXnVc,215880
0.629,0.813,-6.84,0.0311,0.0851,0.825,0.135,0.437,100.005,716REjfNbdp0pggkecZ5yy,215893
0.528,0.511,-8.144,0.0324,0.126,0.0,0.101,0.351,100.1,3g0mEQx3NTanacLseoP0Gw,209880
0.697,0.683,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133,2BgEsaKNfHUdlh97KmvFyo,186987
0.795,0.642,-4.431,0.0288,0.0509,0.0,0.17,0.669,97.999,294CLJ9yQQZ7fg9QB7ve16,201010
0.485,0.517,-4.583,0.0264,0.16,0.0,0.142,0.379,129.92,4HabIbRpb2Gr2HckRxWK0z,283721
0.849,0.489,-7.433,0.0509,0.683,1.91e-05,0.108,0.345,113.977,49WWSaa9yKrvsj8PhsIWmc,195952
0.423,0.384,-12.503,0.0315,0.729,4.11e-06,0.27,0.521,90.43,0mbS3VwRbO6HVBMPXnzOGA,182000
0.71,0.857,-3.804,0.0709,0.0295,0.0,0.263,0.734,121.043,0oX7fsKHJ1jJeGaLhzlEnf,219467
0.641,0.652,-5.926,0.0469,0.246,0.0,0.0782,0.195,95.981,74AUxJTtz3qEiHWeNhrfnZ,206400
0.701,0.604,-7.618,0.0282,0.316,3.06e-05,0.0936,0.856,106.014,3kKO2eqba8ClVa15mCW5xf,235160
0.701,0.718,-7.52,0.0352,0.0307,3.3e-05,0.0687,0.915,94.01,0UbDaIA2gNAev4dT5vieOH,195840
0.725,0.718,-6.825,0.0322,0.0323,0.0,0.0728,0.507,94.993,5iDwboCOuxqfpDDGb8BFH7,322960
0.765,0.525,-8.623,0.037,0.123,1.39e-05,0.0705,0.517,95.995,1kv95rKqlGQ4j3jibAKy9m,235387
0.613,0.841,-5.686,0.0425,0.0307,0.0,0.332,0.824,92.031,6KJEjSucbFXmFNPWtYuIsk,205080
0.684,0.762,-7.623,0.0353,0.0596,0.0,0.364,0.744,94.013,5mArRvZ1Igx5Lqpf8PZeIL,208680
0.799,0.308,-8.444,0.0782,0.75,0.0,0.112,0.961,110.321,3C6K5ObGRLG1bUtn4o93np,21600
0.81,0.65,-6.409,0.0756,0.139,0.0,0.118,0.392,93.999,0ke7ZTpHSDxDE5MsDNZm6U,276367
0.82,0.412,-8.029,0.0647,0.136,7.11e-06,0.17,0.723,84.917,4EtBuscp8EN92ENN0VIlb9,231733
0.69,0.824,-6.358,0.0373,0.0113,0.0202,0.0604,0.737,94.993,7rdA93SswGH96BbNYdYMxj,277233
0.634,0.814,-4.488,0.0361,0.015,0.0,0.218,0.528,121.959,48zZ9V3cv493jfQMYBLJxP,213867
0.785,0.777,-4.973,0.0421,0.031,0.0,0.0643,0.768,100.043,4iXR0cDAZ7iqqAPyD1hbY8,225000
0.656,0.76,-5.593,0.0362,0.0446,0.0,0.121,0.624,107.976,4Zmrues2jhLY9SsMPoD0Rb,230500
0.815,0.565,-6.724,0.0455,0.408,0.0,0.0964,0.602,110.016,45ktzqw1gQSJBaRyhzngx8,220550
0.793,0.637,-7.164,0.0471,0.255,0.0,0.183,0.763,106.068,23qDQgjwTPWM3LXoqjd096,172100
0.709,0.548,-8.493,0.353,0.65,1.59e-06,0.133,0.543,83.995,1tkg4EHVoqnhR6iFEXb60y,160000
0.864,0.446,-9.535,0.0493,0.838,0.00319,0.0907,0.699,73.996,1bhF1dbIKLXbVW2QupmvJl,379067
0.657,0.546,-6.115,0.0255,0.66,0.000268,0.107,0.318,79.984,0amQL57HiAFWSO6Yz64tD1,243000
0.486,0.376,-13.707,0.0404,0.881,0.00312,0.129,0.0892,90.236,3S9kCBYnWg7jSSV1XAYL6Q,102452
0.706,0.855,-5.377,0.215,0.0911,0.0,0.347,0.293,107.184,575NJxNUVDqwJGdzBrlLbv,201253
0.757,0.553,-8.931,0.0728,0.145,2.55e-06,0.121,0.391,105.018,51C5DGEFEGVxvwdI4HHcHf,168507
0.566,0.716,-5.733,0.0424,0.00691,0.0,0.37,0.45,81.068,5FVbvttjEvQ8r2BgUcJgNg,207481
0.56,0.547,-6.456,0.0675,0.0806,0.0,0.11,0.199,157.962,6fqaMyg066xlukvUJWdM2T,250296
0.637,0.876,-4.652,0.0618,0.0483,0.0,0.0728,0.759,149.93,4ROdFnoZNn2RTmwct0cVpx,221529
0.664,0.578,-6.432,0.274,0.493,0.0,0.333,0.64,156.082,4fHRo9OPe6FUeKoEUL80ys,346080
0.525,0.445,-12.82,0.0585,0.662,0.129,0.383,0.036,97.837,2IY0EO20YXACYpeYmriccH,159269
0.536,0.131,-14.38,0.0809,0.666,0.381,0.101,0.0787,171.962,2RVO6xqJeil3mW4CvAgfrf,200986
0.564,0.299,-15.243,0.0485,0.859,0.422,0.333,0.386,107.981,5ZBzXtiRpAzeiqDY6f1uV4,143889
0.523,0.325,-14.126,0.0707,0.537,0.00444,0.0992,0.0794,149.488,0AFlaSWOyEUJ9vrPynu1Ur,118400
0.53,0.0794,-18.07,0.0424,0.884,0.12,0.108,0.254,113.466,148SZZvNZ5pfjX77NzbnuG,230824
0.617,0.226,-16.205,0.042,0.748,0.234,0.111,0.0565,94.847,0Iq7On6RZVnmbs0wrQJ3uu,161684
0.663,0.236,-15.844,0.0507,0.892,0.302,0.0788,0.236,74.97,4CnwktWyYuXEtxbMIbJtXP,132800
0.809,0.333,-10.743,0.0687,0.434,0.024,0.378,0.213,127.003,7m18m0pH4WEFqOeUKrxZkw,154959
0.505,0.237,-12.785,0.0352,0.956,0.00573,0.103,0.239,129.613,3pvXNqXnuDJgkG1ZDwhQ9E,160654
0.836,0.297,-11.873,0.0908,0.253,0.69,0.118,0.312,129.959,7e3DDrXZ8BwYTPv6ERyFSL,134784
0.638,0.31,-12.444,0.0327,0.856,0.000482,0.0916,0.232,90.042,3djoNS6pokvnDWL2cOpSYr,144000
0.79,0.404,-13.604,0.103,0.838,3.66e-05,0.118,0.435,145.96,3dCqfXJ5baUf7MGA8YfZyh,132362
0.648,0.068,-17.357,0.0454,0.953,0.0121,0.109,0.578,72.57,1oeDp1ksbmo6hhBAL9dv3b,174207
0.634,0.299,-13.565,0.114,0.807,0.0,0.2,0.0762,87.084,1UVSuClVZrooKhB7W45XC3,132435
0.619,0.358,-12.621,0.0465,0.956,0.642,0.101,0.129,126.119,6uPSExSu4Xt7HrtJRR1a2P,140982
0.612,0.115,-20.796,0.0397,0.824,0.0452,0.0836,0.147,123.127,6CfDXcgP4YJiVifj1l6nQh,171717
0.708,0.356,-11.53,0.0501,0.907,0.0607,0.125,0.132,80.036,37KYM3zuGyozpEwDuO2OVw,168038
0.774,0.345,-10.442,0.0931,0.115,0.399,0.0923,0.0399,127.938,6ZYT1FBZMvvigBf3XSZREG,157500
0.584,0.264,-14.883,0.119,0.736,0.017,0.1,0.282,86.101,3L2bB2UA9G8sU2dFcZgARz,167442
0.752,0.362,-13.255,0.0611,0.172,3.76e-05,0.348,0.544,97.962,7th6Mweh1jcXlUcQYnGGb4,201500
0.687,0.376,-10.65,0.0413,0.583,0.0132,0.0856,0.473,144.034,5R5AfuWXgAMKLD7mw7FqsT,216738
0.539,0.398,-8.374,0.226,0.0115,0.02,0.112,0.0684,195.971,2uJca7CMlu6Hq8epikvfJw,198386
0.625,0.39,-12.498,0.041,0.353,1.65e-06,0.122,0.317,95.935,7tqGSm2Mz3KJ6aM7smP2ra,160000
0.579,0.269,-17.652,0.0316,0.842,0.391,0.117,0.533,99.881,0QWNX6sep1y8UwjLIV6lMw,153000
0.61,0.455,-12.22,0.0461,0.172,0.00159,0.0846,0.121,104.084,2CXaVHRNfO4mlkNHJFBAIN,189714
0.704,0.308,-18.669,0.329,0.631,0.0,0.117,0.694,99.844,7rWcxEwpMrEtoxiOGbiWXv,157018
0.458,0.239,-15.877,0.0599,0.0346,0.0,0.0815,0.31,94.993,2mUzPLPUkEjClJ9Rb6H2rD,207161
0.575,0.434,-11.571,0.0418,0.159,1.28e-06,0.311,0.15,89.972,5HHORw2DsADPOANRQyICHd,221333
0.57,0.447,-13.436,0.397,0.137,0.000121,0.117,0.472,164.262,0PIa2wbCQjsmc3ilXREG6D,210792
0.627,0.384,-7.395,0.108,0.383,4.88e-06,0.113,0.419,74.515,73IqIbiXnFQgDqC9MM8uZn,208000
0.497,0.489,-7.849,0.0413,0.111,0.00167,0.0912,0.0348,163.814,3BymIH6QBGllSijMm3sQiR,269268
0.68,0.538,-6.425,0.0673,0.124,0.0,0.11,0.311,141.988,3x7Y3Y6Rt4hzl9Gk4zaqbK,169243
0.353,0.346,-11.209,0.0441,0.386,1.3e-05,0.255,0.133,93.795,0AsWlFsnlGCBuBzcuAfB0u,166792
0.836,0.454,-9.232,0.0554,0.0384,0.0,0.118,0.309,124.96,4efrmzR4SYQWehwrFZ4lwg,155520
0.627,0.46,-7.24,0.191,0.365,0.0,0.0833,0.485,129.887,4wQbcxIk9y4Jsn7yweb8Eq,151484
0.695,0.423,-11.314,0.0952,0.558,0.0,0.191,0.16,91.041,1fh8dKE6R0sxn7FCl16dN8,195239
0.458,0.485,-11.827,0.0936,0.272,0.0,0.122,0.501,125.089,4aGx7tP9P5a2IAiSnETAf0,171503
0.854,0.478,-6.577,0.0641,0.148,0.0,0.0872,0.174,123.992,5s60G6y9HQFdYyBfwd7Lmr,178973
0.761,0.535,-9.845,0.0414,0.0387,0.000215,0.0826,0.762,129.989,4UgsPC5WTzy5FShG7ha86a,145877
0.751,0.484,-7.936,0.139,0.14,0.00337,0.0808,0.61,156.88,27Msk0sPQVGjrwa1nR0iwm,165096
0.523,0.374,-9.165,0.0397,0.3,0.0,0.0962,0.348,86.837,1and60gQeSwtpWSvx0oce4,198687
0.645,0.348,-16.088,0.471,0.739,0.0,0.114,0.406,114.384,58NurSNK5TC9TGbB5FfiIX,77558
0.445,0.347,-9.705,0.0537,0.412,0.0,0.105,0.322,102.483,67ah2UUnXTeRNDI7D2DEcH,193680
0.835,0.623,-5.835,0.0668,0.428,1.4e-06,0.152,0.706,139.997,3PavMVPOam2uhaTqzMrhCe,164571
0.52,0.597,-9.357,0.126,0.226,0.0,0.125,0.413,170.011,5Gkjm7n2G0cpHmCcWEFRyn,181198
0.462,0.437,-9.62,0.0793,0.333,0.000453,0.131,0.113,83.494,2Q7p8I5DELPrs0nYSSDBur,185496
0.842,0.449,-9.709,0.0394,0.136,5.37e-05,0.0974,0.384,100.942,2HlPTt7vCmjdRwsY0TDipn,211670
0.619,0.348,-13.144,0.0532,0.832,0.0534,0.0991,0.139,105.079,4z5JSmH4pkeZrvnU8lfad3,133445
0.732,0.572,-7.693,0.0594,0.581,0.0,0.179,0.521,130.111,0W8IfgJCJGIBse4rbF7vMx,159645
0.566,0.629,-4.721,0.0626,0.258,0.0,0.326,0.125,180.163,3ZxMHuWViAvpqHL5QhGAEo,162667
0.641,0.276,-15.066,0.102,0.743,8.52e-05,0.106,0.126,88.988,7CgRqUZuFFuMsaGAJ5q6nj,204944
0.791,0.73,-5.094,0.0843,0.19,5.46e-06,0.108,0.478,157.96,1hm6GMV4cJC0uHX45MWAcu,155424
0.63,0.821,-4.725,0.0321,0.142,0.0112,0.089,0.286,127.958,05rcMqMC88NwClrT1SNW0s,234127
0.816,0.486,-9.207,0.0581,0.128,0.000643,0.214,0.469,106.011,1GoxU9daKbXuKmKONyFeqR,192000
0.722,0.387,-7.478,0.0599,0.3,3.26e-06,0.0913,0.56,146.15,6yupaFUy37ORoq7lynUHVz,124931
0.673,0.554,-7.071,0.0641,0.523,0.0,0.0998,0.0774,110.889,1Bh0ORYmPetXrGZjV9T8Fa,263192
0.674,0.664,-5.911,0.0352,0.598,0.000195,0.125,0.184,140.017,5zE8fVKYPBw5MdUwRyJ9Ik,202481
0.618,0.773,-5.169,0.0328,0.0152,2.1e-06,0.121,0.273,118.0,2teVvGNrVtXR6uv97hKB48,216000
0.647,0.494,-6.336,0.0414,0.476,0.0,0.115,0.12,135.994,1a8kTNGBdxCnfdfcEYKpHx,219044
0.801,0.282,-11.078,0.258,0.298,0.0,0.114,0.544,119.876,6pPGfj0EAlqpmtrmxaS69T,153078
0.395,0.33,-10.924,0.0408,0.316,1.89e-05,0.268,0.102,98.813,42QRyJd5x6e2TFR1S41g2p,308006
0.463,0.28,-13.15,0.384,0.268,1.75e-05,0.214,0.225,78.777,2O2Xy7s2Ou2AvqEZfiOrAe,229695
0.351,0.382,-12.686,0.0388,0.59,0.0017,0.104,0.257,94.335,7oCwyYd51fjGmXoxKjvbr6,202803
0.732,0.483,-13.656,0.13,0.742,0.326,0.107,0.464,126.053,4XWHfXGE0MvK1qMjpSbTiB,109296
0.511,0.678,-6.841,0.0485,0.227,0.0,0.0954,0.218,80.983,2yceisfym7kggFM5uzH3jF,213333
0.612,0.57,-6.642,0.0347,0.278,0.0,0.0963,0.334,77.004,7yFhA2fUsL2oIMWlw5DaHQ,197293
0.65,0.749,-3.707,0.041,0.186,0.0,0.0723,0.929,150.026,4NKQTbmiBtm1MwqBbQQhpM,212334
0.939,0.519,-5.911,0.12,0.0715,0.0,0.0658,0.826,135.054,4q9JLlC3HIhN4CDC6KlpYK,259983
0.691,0.82,-6.765,0.115,0.304,1.83e-06,0.138,0.763,99.966,4FOZlvdQutqRNcQQRefA7T,223681
0.827,0.563,-7.726,0.161,0.421,0.0,0.155,0.856,129.969,3f5XXfnwDmo3z8fJPb9Oxa,227084
0.802,0.645,-6.181,0.0715,0.272,0.0,0.119,0.376,100.001,2x0RZdkZcD8QRI53XT4GI5,157202
0.438,0.434,-8.37,0.0371,0.122,0.0,0.15,0.195,179.913,39HrUxcvKF3jtLz7fUDWXc,257293
0.507,0.668,-5.5,0.0367,0.0756,0.0,0.0844,0.354,141.926,13BsjsiCIKWOiFZzT0GZ7K,272833
0.731,0.675,-5.134,0.0434,0.00473,0.0,0.141,0.298,124.939,7kDUspsoYfLkWnZR7qwHZl,139461
0.63,0.516,-5.759,0.0379,0.736,0.0,0.264,0.254,143.786,0lYtIvI7bO51PZSeK22Mbz,229990
0.739,0.616,-6.963,0.0338,0.252,1.93e-06,0.101,0.654,91.071,3yisGOceXfWUbv0DQ8n05e,158466
0.646,0.696,-6.505,0.065,0.113,0.0,0.115,0.18,81.336,0KS2h61pHQ4WmOwruD7uxD,223415
0.461,0.542,-5.202,0.0457,0.453,4.32e-06,0.146,0.189,120.209,0zcRUprLKw7LtndkBurb3S,203214
0.587,0.431,-7.522,0.0638,0.788,0.0,0.104,0.367,82.427,0DC6yJLAPwIEeZh6EZpn1f,234867
0.813,0.415,-5.926,0.0349,0.777,0.0,0.131,0.667,91.921,2tI4WyzqOOwC23S5m0kqcB,170345
0.568,0.564,-8.231,0.0273,0.0105,0.000127,0.0766,0.385,115.059,5lXNcc8QeM9KpAWNHAL0iS,309986
0.649,0.766,-5.526,0.0304,0.0374,0.000871,0.0942,0.202,97.953,4GJAd1nBylAEbw1dZDVzEQ,221569
0.651,0.693,-4.722,0.0375,0.458,0.0,0.335,0.392,118.97,7pWK1kMgHy5lNNiIfuRbkP,236765
0.677,0.696,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,4iJyoBOLtHqaGxP12qzhQI,198082
0.608,0.547,-8.151,0.0368,0.131,0.0,0.0974,0.108,99.947,4MmMxyew8yq1OEyJOMaX6M,174406
0.467,0.795,-3.6,0.0687,0.102,0.0,0.264,0.472,163.837,58jecLK0epwMLr9cy5vFUy,219354
0.765,0.609,-5.285,0.19,0.255,1.28e-05,0.119,0.547,77.957,2NWoKpRnMfxocVAXF8ASwk,221667
0.548,0.35,-12.52,0.0579,0.273,0.0041,0.362,0.0802,167.682,6LZ9FO9UsGIcTKbShnfNsG,221975
0.535,0.401,-12.334,0.0365,0.705,0.0448,0.289,0.0953,167.913,42dA0TbqIvBvtRpBsTxxq2,240112
0.627,0.435,-9.92,0.0373,0.429,0.0168,0.6,0.265,91.986,6JCz7BU1dH8tX8Fyp367Zn,199371
0.663,0.612,-8.044,0.0293,0.0519,0.000433,0.181,0.315,134.5,0LHYw6rKvyu1ETvwQC2LNp,162706
0.716,0.551,-7.99,0.0723,0.479,0.000208,0.163,0.188,148.01,6LhQ6BC6n45XcC1BAtnJ5M,197891
0.612,0.556,-8.541,0.0573,0.438,0.000106,0.0976,0.206,113.007,0fQ3IBHn4pLbRgbnux9Bsg,183667
0.595,0.543,-8.149,0.038,0.127,0.0,0.0975,0.109,99.928,6F2r4HgpJnvKDmkN6JEN6J,174406
0.727,0.626,-8.415,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,5f1joOtoMeyppIcJGZQvqJ,191406
0.432,0.52,-5.515,0.0548,0.277,0.371,0.138,0.303,164.047,2vsuel3g4zaLYSOY0mOMbi,231653
0.772,0.483,-10.06,0.0564,0.0521,0.000375,0.377,0.479,120.005,0HEckRWFSknIupbGzavk5d,277080
0.729,0.545,-7.818,0.0316,0.0174,0.000274,0.369,0.514,103.012,09oZ9eXQ2fo6YDrPzJqAoP,177067
0.697,0.551,-8.833,0.0815,0.258,0.00551,0.124,0.219,89.0,1E6DEDWDKHoOW0fcFuDghV,165840
0.776,0.445,-8.574,0.0371,0.212,0.00409,0.124,0.405,109.981,1NgCWYuBLfqBDA3b8MgSVU,184200
0.581,0.452,-9.558,0.15,0.206,0.00329,0.0881,0.523,75.046,6fOOKqQWcSy33ApU1wqkkW,173653
0.191,0.563,-7.472,0.0344,0.565,0.0061,0.17,0.0541,146.287,05INdkUo3Fw9ojWbyuMOsR,225207
0.281,0.246,-20.224,0.0416,0.921,0.869,0.0937,0.0539,72.155,4x9nVGF0fDaffc1LkBmgNP,228000
0.557,0.552,-9.377,0.102,0.766,0.42,0.105,0.516,106.264,77np1SVSEMiQ5eaGDXWjkp,247000
0.547,0.566,-6.08,0.0339,0.0128,0.802,0.106,0.228,97.532,63PjUXm7NNcqm5OCyRMbr5,143775
0.343,0.47,-8.972,0.0406,0.435,0.12,0.0828,0.0682,76.539,7aZnBNLw2fiQ2nFYSICkXs,181961
0.755,0.614,-9.481,0.0548,0.542,0.00879,0.0937,0.148,124.02,4e9lUyz9lB7QRP9OLRpbbw,238067
0.583,0.55,-9.533,0.0257,0.33,0.912,0.0694,0.199,105.007,3heneAvUDbQ7COwltV0rpR,211812
0.496,0.679,-6.893,0.0345,0.0308,0.00327,0.316,0.224,105.059,3Up1MsHqcxUVgB2iuqFRq2,268966
0.787,0.357,-11.124,0.0659,0.92,0.878,0.105,0.552,125.973,30zmCGRyoIu7h4EBnDSUgn,173954
0.526,0.854,-7.457,0.0398,0.0135,0.658,0.369,0.568,125.988,17A3cCQT0ZBu58TIqK7S9j,193027
0.659,0.409,-11.543,0.0301,0.693,6.02e-06,0.115,0.81,151.718,3GrDKYUS5S87fk2p3JqiGI,279040
0.688,0.649,-7.406,0.0856,0.351,0.0,0.106,0.568,99.977,612k0JGUvwPwfXoldaEqs8,182889
0.696,0.716,-8.465,0.0513,0.346,0.0,0.147,0.797,92.003,24yMI9O8GEdADu3hj4axGS,216227
0.601,0.664,-7.126,0.0828,0.196,0.0854,0.145,0.483,161.074,4oQa2jrXd3dqbMGNC7oyqf,219035
0.735,0.329,-12.309,0.0359,0.319,1.26e-05,0.111,0.335,91.004,4QbraaiC4oHW1qmWy7M3AI,182264
0.499,0.709,-6.404,0.134,0.296,0.0,0.331,0.314,164.032,3UHPGOkUcE4hE7sqBF4Snt,214621
0.547,0.605,-6.755,0.0415,0.42,0.0,0.125,0.364,121.953,7Ki0hse0IfXEcXUlpyECbJ,254950
0.612,0.841,-4.332,0.219,0.0157,0.0,0.23,0.644,169.915,6XxpvCj3eLWs3lYowSgC4G,238726
0.696,0.663,-5.662,0.108,0.0273,0.0,0.461,0.423,175.075,5hC7h0yWVMkxhLbNXCscBR,174549
0.558,0.565,-6.448,0.0967,0.025,0.0,0.347,0.407,178.197,0py8T41MbVVnY1PZiU0gvh,222574
